product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_id,review_title,review_content,img_link
B0859M539M,"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS","Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters",1699.0,2999.0,43,4.4,24780,"AC1300 Lightning-Fast Speed — AC1300 (867 Mbps on the 5 GHz band or 400 Mbps on the 2.4 GHz band) dual-band Wi-Fi to ensure all your devices run at full speed|MU-MIMO Technology — Improves the throughput and efficiency of the whole network with MU-MIMO technology|Dual-Band Wireless — The 2.4 GHz and 5 GHz bands provide flexible connectivity, giving your devices access to the latest dual-band Wi-Fi router for faster speed and extended range|High-Gain Antennas — Advanced external high-gain antennas greatly enhance the reception and transmission signal strength of the USB adapter|Supports the Latest Operating Systems — Fully compatible with Windows 11/10/8.1/8/7/XP and Mac OS 10.15 and earlier|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request.","R2GUL8IL005EGF,R3NZCVYJBN0CPD,RHUJOS46Q51UG,R1ZW4PQHUECROJ,R7F86XL2S6MY,R1JRRVOFWQAC4C,R2WZHK2E301YV,R10J01VHCKFB42","Works flawlessly on Ubuntu 22.04 (if installed correctly),Best for kali. Do not read another review.,Nice product,From 0 to 70 …,Good External Wifi Signal Provider,Superb,Awesome and easy to use,Good product","I am using this on an old Mac Mini, since the Broadcom proprietary drivers aren't available and the replacement B43 drivers don't allow for sufficient download speeds, at least in my experience. I got this device up and running with Ubuntu 22.04 with Linux 5.15.0-56-generic.Google search for ""morrownr/8821au-20210708"" and use the driver on Github. I'm using the product ""TP-Link AC600"" btw. If you are using the other variant sold on Amazon, use lsusb and find out which network interface you are going to have to install drivers for. GIYF.I will admit, this is probably going to be hard for someone who is not generally comfortable with a shell, bash for example. But even though I had never used dkms or iw before, the Github repo along with the build tools available in the jammy repo made it easy enough to get the device working (read the GitHub Readme).To be sure I first got the drivers working in a local Ubuntu VM using Guest Additions to connect to the USB device directly from the guest OS, which also worked.Ultimately, I installed the OS on the host and setup the drivers using USB tethering. I then got the same download speed using this device I was previously getting on my other network interfaces on Windows and Mac, but now on Ubuntu.The device itself is a bit sensitive to the antenna direction when it comes to the impact on download speed. Have been using for about a month now without complaints.,Do not go for reviews that say that it do not support kali. Me and some of my friends all are using it for Wi-Fi hacking and it works really well, it also supports monitor mode. If you are having issues in connecting it to your Kali machine then just go through the web surf a bit and you will find relevant articles on how to connect this TP link adapter to your kali machine. There is also a driver of realtek which you might need to install to make it work in your kali machine.I have given it 4 stars just because the performance if not good as the Alpha adapters which is reasonable for this range of price but in this range and for as a beginner it is the best adapter you can buy.,Nice product. Working fine. My PC is now 5G  Price is too high so giving 4 star,Got the Wi-Fi in one of the rooms from 0 to 70%. Has been working well since a month now. Good alternative to a repeater if only a single device needs to access the Wi-Fi from a corner.,The product is very nice and have good Wifi signal. Using this for over a month now, no complain. But when it for the first time, you need to install the driver on your desktop/laptop from the TP link website to make it operational, which is not very well explained in the manual.,This product is very good,I have buy this product because my laptop don’t support wifi 5ghz band, in 2.5 ghz I receive 30-40Mbps speed only but my broadband plan is 150Mbps.1. Easy to use plug and play windows 102. Good signal i am using another room from router no signal drop , I receive full signal.3. Little bit expensive but go with this because of good signal.4. I receive 170Mbps + download and 110Mbps upload speed on 5ghz and my broadband plan is 150Mbps.I highly recommend this product.,i purchase this product for company use and this is a very good product.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21jLkYGoSEL._SX300_SY300_QL70_FMwebp_.jpg
B08RX8G496,"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)","Electronics,HomeTheater,TV&Video,Accessories,RemoteControls",655.0,1099.0,40,3.2,285,"This Voice Command Compatible Remote is for Mi LED Smart TV 4A (32""/43"") Remote Control with NetFlix and YouTube Feature.|!!Before you complete your purchase, Please make sure your old remote image matches with this remote in terms of buttons and features!! IF Your old Remote is not Voice Control, This remote will be not work.|Soft key, lightweight design, Superior Quality remote for your Mi Smart Android TV 4A . Perfectly replaces your damage or old one and covers all the functions of the original remote.|Best Quality Replacement Remote Control for Mi Smart TV with Bluetooth Voice Command. Pairing Required with TV.|Long Range & Better Response.Remotes are checked by Testing Machine Before Shipment. Please use new Alkaline Batteries.(Not Included)","RSFPLEMO7DSOR,RG7SBYTNG42XA,ROR2RQZ4G72JO,R12GZJTCB7VJLS,R1ZTKPOECNMEUH,RMHVA60P9USYS,R2OPSVKIKSE44G,R20KWTHWBPSFVT","Rmote for MI TV,Good,Good but low quality,Remote is faulty . It looses it's connectivity with the tv atleast 50 times in a day.,Failure of the Unit.,All good, except voice recognition,But for first time user. Manually switch on and then pair. After pairing it's good,working good","TV remote is the replica of the original one supplied with TV. The original one served for about one and half year. The remote came without any battery. Performance since last few days is satisfactory. But Amazon has similar remote with lessor price. But can't asses the quality. Alternatively one can operate by downloading the remote from play store in android. But may be little inconvinience to operate.,Working fine but the quality of outer case is low quality. Can be purchase.,The pairing of this remote was little tough and also some times remote is not working after I use the voice Recognition. The buttons are hard to press when compare to the original remote which came with the smart box. So, find a original piece and go for it,Remote is faulty . It looses it's connectivity with the tv atleast 50 times in a day. So I have to pair it 50 times.I want a replacement. Please arrange a call back from the customer service team,,Value for money, sturdy quality, need voice recognition improvement,Must add a note that you must switch on TV manually and then pair,working is good, no issuebut material quality is not up to mark",https://m.media-amazon.com/images/I/21yP58lKDoL._SX300_SY300_QL70_FMwebp_.jpg
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)","Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters",749.0,1339.0,44,4.2,179692,"150 Mbps Wi-Fi —— Exceptional wireless speed up to 150Mbps brings best experience for video streaming or internet calls|Easy Set up —— Easy wireless security encryption at a push of the WPS button|Antenna —— 4dBi detachable Omni Directional antenna, remarkably strengthen signal power of the USB adapter|Compatibility —— Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier, Linux|Interface —— USB 2.0|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request.","R1LW6NWSVTVZ2H,R3VR5WFKUS15C5,R2F6GC79OYWUKQ,R3QZ19MECGWG9A,R2MPU42MYK7GPO,R33DVXFB4VYPZZ,R1SQ7OGFR4JRUR,R1S5F9QI0M1VBZ","Works on linux for me. Get the model with antenna.,Does what it say but other brands available at lesser price,Easy Handle,Great product,Perfect working,Speed is perfect,Great Design, Build, Connectivity Range, Packaging and other features but no linux support since v2,Very good","I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22, it worked out of the box in both, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,The wifi dongle is a simple plug & play device, will start catching available networks right after you plug it into your USB port, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing, hence a star less.,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times, also depends on your modem or cellular connection*Issues occur while installing via CD, which is available along with the product( Installation driver can be downloaded from TP-Link site)*Needed to reconnect the adapter every time system is turned ON*Will not work if your software has some issues, so encountered any just update your system(worked for me)*Support Center is worse, calls are unattended most of the times or just visit nearby storeConclusion:Brought this @499/-Ideal for users who don't need very high speed internet usage,a good alternative for USB Tethering and are on Budge(1080p Youtube videos can be easily played with this without any interruptions),wifi connectivity is a great good result for me. however, some jitter problems did exist.,This is perfect device to connect wifi. Go for it.,This wifi adopter is good working,(Pictures attached)Size/Design:  ★ ★ ★ ★ ★Build Quality: ★ ★ ★ ★ ★Packaging:  ★ ★ ★ ★ ★Software:  ★ ★ ★ ★Speed:  ★ ★ ★ ★ ★Connectivity:  ★ ★ ★ ★ ★Experience:  ★ ★ ★ ★ ★Warranty:  ★ ★ ★ ★ ★Size and Design:The best part about this is that it is very compact in size and very sober and elegant in design. This is a big plus as it is easy plug in and use, add to it the good sober design.Build Quality:The build quality is undoubtedly superb. Just no qualms about that, at all. When held, it doesnt give off that cheap and flimsy product-like feeling. It is good sturdy with its build quality.Packaging:This part is also a big plus as the item was well cushioned and packaged with all the necessary items that ensured that no damage could have been caused to the product during transportation. This ensures that I as a customer have received something not damaged internally already.Software:This is actually good but not great part with the product.The good part is that a CD has been provided with it along with a manual.The not great part is that NO LINUX SUPPORT has been given from Version 2 onwards. This is bad, really.Speed:It easily supports net speeds upto 300 Mbps. Practically speaking, I have tested it at my home and it easily supports net speed of over 100-150 Mbps without a sigh.On testing I found that it did connect to 5GHz network, without any issue.Connectivity:Please mark its not feet its metres. Multiply metres x 3 to get the distance in feet.It easily connects to my laptop or phone from 7 metres across one room. So thats 21 feet. I mean even our old bluetooth used to connect to about 15 ft.So 20-25 feet is not at all an issue with this. This is the big plus I found with the product.Experience:From this point of view, so far except the linux non-compatibility issue, I found no other flaws with this product.So overall its a great product.Warranty:Its 3 years so I am assured that atleast for 3 years I am tension-free and not just 1 year, contrary to most electronic items today that only provide 1 year warranty with their items.,Best adapter I have bought ever. Works nicely seemless connectivity",https://m.media-amazon.com/images/I/31Wb+A3VVdL._SY300_SX300_.jpg
B08CS3BT4L,Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),"Electronics,HomeTheater,TV&Video,Televisions,SmartTelevisions",9999.0,12999.0,23,4.2,6088,"Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound output: 24 Watts Output|Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Prime Video|Display : A+ Grade Panel | Superior Sleek | Slim and stylish design|Warranty Information: 1 year standard manufacturer warranty by Kodak from the date of Purchase|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Country of Origin: India","R51BP5RJHSCM8,R1FLMETFTLS1GQ,RMT5PSCPJISQD,R1NAS02DEDJ7WL,RH13U02O9OE8A,R1T820289T9SW4,R2QJOMXODW8ALB,RJE8U42OVIJFV","An unbiased look at the Kodak TV,Sound good,It's really worthy and the most affordable,Not bad!!!,a value TV for the price,Good in all respect,Kodak tv,Smart tv","I recently purchased the Kodak TV from Amazon and overall, my experience has been satisfactory. The picture quality is good and the streaming capabilities are convenient. The user interface is easy to navigate, although it did take me a little bit of time to get used to it.However, I do have a few issues with the TV. The sound quality is not the best and I have noticed some lag when switching between apps. These issues do not significantly impact my viewing experience, but they are worth mentioning.Despite these issues, I would still give the Kodak TV 3 stars out of 5. It is a decent TV for the price, but there are certainly better options out there. I was offered an additional 3 months of warranty if I wrote a review, but I am not particularly interested in extending the warranty at this time.It is not appropriate or ethical to write a false or misleading review in exchange for incentives, such as an extended warranty or other perks. Doing so goes against Amazon's guidelines and can lead to consequences for both the customer and the company.It is important to be honest and transparent in your reviews and to only write about your genuine experiences with a product. This helps other customers make informed decisions about their purchases and ensures that the review system remains fair and trustworthy.If you are not satisfied with the Kodak TV or do not feel comfortable giving it a high rating, it is perfectly okay to give it a lower rating or to not write a review at all. It is always better to be honest and genuine in your reviews, rather than attempting to manipulate the system for personal gain.,Issues with chrome casting,I did not believe such a good feature would be available at this price.  I liked the feature of supporting the Ethernet port and earphone jack.,Kodak tv,For the amount being charged, this is a acceptable TV.The Kodak 7XPRO  model is same as Thomson 9A series.Despite being 32"" big, this was lighter than my previous Bravia 18"" TV and easily mounted to the previous wall-mount. Note: The wall mount holes are plasticky and dont have any metal insert.The remote sensor is separate module projecting from the underside of the TV and does not look integrated  with the main body.The two USB ports are side by side which dont interfere with each other.The Audio out port is a good feature if one wants to watch TV without disturbing others.When i first connected the TV to my set-top box over HDMI, there was only picture and no sound.The person at the service center whose number is listed on the TV's warranty card said that they dont support this and i need to call the TV manufacturer. so much for printing a service center number on warranty card.This was fixed after changing the HDMI CEC settings in the set-top box (not TV's fault).There is no user-manual given with the TV. most people, based on their experience with phone should be able to ultimately figure out the connections. The only included leaflet-book (whose pages were all stuck together) talks about the Android menu, There is no info on the TV's input jacks (like what the HDMI ARC stands for).I got multiple calls after the purchase to enquire about delivery and if i needed installation.As i already had a previous wall mount on which this could get attached with no hassles, I opted out of installation service.,All is welllll,Good tv,Picture quality is very good",https://m.media-amazon.com/images/I/41ZptRPWCPL._SY300_SX300_QL70_FMwebp_.jpg
B00RFWNJMC,Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),"Electronics,HomeTheater,TV&Video,Accessories,RemoteControls",195.0,499.0,61,3.7,1383,Compatible with SD and HD Recording,"R2RV2M8NMHN3R6,R39R9NAW42YGZ7,R1P3SC4CEA50V1,R3KY61SBMDJ6HG,R1BGEH7KGHJ9CN,RDTNEEMI8KLO0,RMYMTG7HATYTR,R39FEOFYNQ8VY","Good product,Not bad,WORKING WITH Airtel DTH,Good,Ok not bad,This was so old,Not bed !,Worst product","Value of money,Usually  gd,Good Product,Good,Quality is poor and responce is late,This it what you've been looking for I guess,Quality is okk , not bed it all but it's body is not proper tight or fixed.,The product is of poor quality and seems like duplicate. Remote doesn’t work properly.",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R3n7+taUL._SY300_SX300_.jpg
B082T6GXS5,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Silver, 6-Ft","Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables",999.0,2100.0,52,4.5,5492,Added Protection: An additional layer of protection has been added to the Lightning and USB ends to improve durability and reduce fraying;,"R2C462047AF3K7,R1ZW56KYUKB2QU,RV9D590OVPKU7,R1PYZJZNO9WTLJ,R13082370PJO1Z,R24A2AS5G62W6G,RBIB6RYE55F7,R30XR6S4XC243Y","Good,QUALITY IS GOOD,Value for money product,Very nice,Not supporting for CarPlay,Good,1 month review,strong enough","It works more than expected , little bit lose but other than that it works well till date , it is really long and  that is so much useful,QUALITY IS GOOD.LOVE IT.NO ISSUES SO FAR.,Bought for around 800 rupees. Cable is little bit lengthier (they have mentioned the length of the cable too, so can’t complain it). Overall the product is far far better, best and worth for the penny.,Build quality is great, looks good as well, my last amazonbasics cable lasted around 3 years so I am expecting the similar from this one.,Not supporting for CarPlay. And this product I want to cancel but Amazon don’t have option to cancel.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/C1c42PWPh0S._SY88.jpg,It's sturdy and durable. Using since one month no issues reported...,Nice product by Amazon Basics",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31OIv762uSL._SX300_SY300_QL70_FMwebp_.jpg
B09CMQRQM6,"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)","Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables",499.0,899.0,44,4.2,919,"Stay ahead and never miss out with a 5A fast charging speed for your devices|It supports Power Delivery technology (PD) to keep your devices boosted up with power|Always stay ahead in the power league with a 100W power transfer|Its sturdy cord is tough enough to withstand 10000+ bends|Crafted for convenience, it allows you to charge and sync data with just one cable|It is widely compatible with all types of Type-C enabled devices and even laptops that have a Type-C port|We take pride in stating that this product is Made in India at our manufacturing facility in Haryana|It comes with a 6 months warranty against manufacturing defects. For any issue, please contact +91-11-45911111 or care@a","R3IUYQZ1BP7QPB,R3RCM1DK0EBGWB,R34I2C57PM5OA3,R50BAXXBZWYIE,R3FJLW84WDDV2Y,R37IQ5X53ZJC0B,R2V5FI682BEH55,R12NKL4CWR1GAZ","Durable,Good Product,Okay 👌,So far so good,An absolute best,Good cable,Worth the money,Good for charging Not good for data transfer","The cable does support fast PD charging, I have tried it on my laptop, and also tried it on the powerbank.Tested on the Samsung 45watt charger and it worked fine for the phone, tried the same on charger on laptop for PD charging, though it charged the laptop but the cable point does heat up quite a bit. So there are chances that if a 100 watt charger is used, it may heat up a lot. Overall the cord is well make, very sturdy and the materials indicate that this cord will be very very durable. The price would could have been on the lower side due to heating otherwise its a good buy.,Good for buy,Like it,I got this for my samsung s10 lite and it is compatible with super fast charger and charged my phone in Super fast charge mode. Value for money. Could not post picture but product is good. Far better than original Samsung cable which cost almost same.,The cable is sterdy, the ends are premium. Charges my One Plus 7T rapidly. Great data transfers on my Macbook as well. I am happy with the purchase.,Good cable,Worth it. Quality of cable is very good. Supports fast charging in Samsung Galaxy devices,Ideal for charging but not for data transfer.(gives an average speed of 30 to 35mbps with my ssd capable of more than 100mbps transfer speed and actually gives with its provided cable)",https://m.media-amazon.com/images/I/31y7uO5DU8L._SX300_SY300_QL70_FMwebp_.jpg
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)","Electronics,HomeTheater,TV&Video,Accessories,Cables,OpticalCables",416.0,599.0,31,4.2,30023,"Enables easy installation of audio components to your audio or home theater system|Digital optical cable constructed with durable black PVC outer layer and corrosion-resistant gold-plated connectors for optimal signal transfer|Precision-polished optical connectors allow maximum signal transfer accuracy. Specially optimized optical fiber for higher fidelity|Compatible with S/PDIF, ADAT's, Dolby Digital, & DTS","R25CCWBNTJMZVE,R1NKFA299UAXBR,R3FYCFR2T0C040,R21EIT3GVFN61A,R17JA5KOPU083U,RCMJ655HJBITT,RBZWY4WBYKKI1,R29ETP784D2XVE","Value for Money,A good upgrade from stock cable.,GOOD CABLE,Value for the money,Great buy,Overall good,Awesome experience,Worked as expected","Using with my Xbox and it's working perfectly,A good upgrade from stock cable which i got from samsung. The sound quality has definitely improved in the soundbar. It is loud enough between 10-15 volume. However the subwoofer output has not improved significantly.,I GOT NORMAL INSTEAD OF PREMIUM CABLE WITH SMALL SIZE. BUT LUCKILY I GET USE TO IT.,Works really well.,Absolutely top class for the money spent. No loss of signal, as good as if there is no splitter involved. Fantastic buy as most TVs have only one optical output.,,Getting proper 5.1 channel surround sound.Channel seperation is great.I'm using it in jio setbox with zebronics zuke 9400 pro 5.1 sound bar,Worked as expected with my LG tv",https://m.media-amazon.com/images/I/41CF6GtnpKL._SX300_SY300_QL70_FMwebp_.jpg
B09C6H53KH,"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)","Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables",368.0,699.0,47,4.2,387,"1.2M Tangle Free durable tough braiding sync & charge cable|Supports Quick Charge 2.0 and 3.0, with max output up to 3A|Ensure fast and stable data transmission up to 480 Mbps|Up to 10,000+ bend and 10,000+ plugging and unplugging test ensure this cable a longer lifespan|Compatible Designed to work flawlessly with all Micro USB Or Type C devices of Mi, Xiaomi, Realme, IQOO, POCO, Android, Samsung, VIVO, OPPO, Oneplus, Redmi, tecno & Google Pixel etc.|2 Years Warranty","R10G3GXLZIE38O,R806LMS8MHN8Y,R10XDKD7Z4R4WL,R1WTLGHP5CFLH,R1JU8Q6B3XA8CB,R3VN34M1FH4YAZ,R11NPIORD8W3HB,RHOJTWXKPNHNT","Superb,Reviewing after 3 months of use,Good braided cable.,The best cable. Very useful.,0k,Does The Job,superb  Product !!!,It's fast charging cable.","Superb,I'm using this in my car from 3 months quality of product is as described andIt's Working very good with my redme note 5proQuickly charged under 45 min 0 to 100% 5000mah batteryYou just need fast charger.,The purpose of me using this is not for charging but as an attachment for a portable DAC to mobile for IEMs.> Build quality is really good.> Ends are really premium.> Transfers sound without as such without noticeable loss or additions.Cannot comment on its durability. Will update the same later.,The best you can get.. a bit pricey, but then its not easily available in local market. Thnx to duracell that they have this.. It’s convenient if u hv reverse charging from your phone. I use it for digital lock that we have on our home door..,0k,Yes it's a great product for me! It charges my Samsung galaxy J8 which has a USB port with the new samsung 25W charger which has a Type C port! But be careful as it charges at 15W. It does the job pretty well but it's Made in China whereas the Samsung Charger is Made In India,This thing from duracell meets the expected expectation! No wonder.,Very good quality",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41qhsp6qcNL._SX300_SY300_QL70_FMwebp_.jpg
B0BB3CBFBM,VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),"Electronics,HomeTheater,TV&Video,Televisions,SmartTelevisions",29990.0,65000.0,54,4.1,211,"Resolution: 4K (3840x2160) | Refresh Rate: 60 hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blue Ray players | 2 USB ports to connect hard drives and other USB devices | 2.4/5GHz WiFi | HDMI CEC & ARC | 2-Way Bluetooth 5.0|Sound : 40-Watt Speakers | 2 Master + 2 Tweeter Speakers | Dolby Audio Sound Enhancement | Ultra Surround | Clear Voice III|Smart TV Features : webOS | Content Store | Magic Remote Control | ThinQ AI Voice Assistant | Alexa Built-in | Wireless Casting | Licensed Apps-Netflix, Prime Video Hotkeys on Remote|Display : IPS Panel | 4K HDR | 400nits Brightness | HDR10 | HLG | Auto Low Latency Mode (ALLM) | Game Mode | TruMotion | MEMC | Cricket Mode | Panoramic Viewing|Warranty Information: 1 year warranty provided by the manufacturer from date of purchase|Installation/Wall mounting/Demo will be arranged by AHS Team. For any other information, please contact VU support (Please visit brand website for tollfree numbers) and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","RG3VFGY4HM38X,R957RND66RVWX,R1YR2TZI534FFY,R3V2ZQIOIWA0PL,R38QJJVHQYT7R3,RA3AN81AVMPTR,R3DH79YH44AXOV,R3G3ZGNRSQXXLA","Valume for money,Can’t turn off HDR in webOS while watching android apps,Webos, Magic remote & LG like UI at 19k,Satisfied,Good,Value for money,Exchange Offer AND Extended Warranty of 2 Yrsnot been Given,Overall a good product and Value for money","Vu  UHD SMART 43""  web os  version good  tv 2022 , picture quality and opareting  nice  , but sound  quality I am not satisfied not afctvive  to other t vs,HDR can’t be turned off in apps,Got it at 19k in the sale. The TV uses WebOS. its snappy. its so so feature rich. The magic remote is amazing. It supports Samsung Smartview and DEX out of the box which means without any internet and wifi etc you can directly cast your screen. Super handy. The sound quality is just so so great for the price. The Remote gets synced with the Airtel DTH and there is dual band support. The HDR gets detected and auto upscaled for Full HD contents in the Hotstar and Netflix. The only cons I find is the power usage which is 100Watt and the smart assistant is pretty useless. The WebOS btw has all essential apps.About VU: Installation is done same day. i cant comment on the durability and future support now. But thats common for all TV comps today except Samsung, LG, Sony and Panasonic.,All fine but remote is a pain. It's too ergonomically faulted for elderly people. Also webos is not the greatest and user friendly.,Good,Really good product overall, bit different from android tv but work almost simler to google or android tv.only feedback is screen mirror feels little bit legging and it would be good if we get mx player in store.,While placing Orders, I asked for Exchange of old Samsung 32” TV, And 2 years Extended Warranty for New TV.  This has Not Come with Delivery.,I like all the features but login for ott apps is a problem which we have to open chrome in mobile or laptop for login in tv",https://m.media-amazon.com/images/I/41HhmJpfjNL._SX300_SY300_QL70_FMwebp_.jpg
B08QSDKFGQ,"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)","Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables",339.0,1099.0,69,4.3,974,"{3A/QC 3.0 FAST CHARGING and DATA SYNC} : This USB C cable supports QC 3.0 Fast Charging and Data Syncing, max current 3.0A and transfer speed up to 480Mbps. Built-in 56K pull-up resistor and strong metal connections provides reliable conductivity and stability.|{Nylon Braided Tangle-free Design} : Premium Nylon Braided Type C Cable/Lead adds additional durability and tangle free with a tested lifespan of 10000+ bending test.|{SAFE & RELIABLE} : High-purity copper wire features anti-oxidation and anti-rust, which will keep long-lasting fast charging performance. This Type c cable fast charging has safety certification, you have no need to worry about this cable quality at all.|{What You Get} : Premium Nylon Braided Cable 3FT(1M) and our friendly customer service.","R2S0AYWUV349HP,R35OW9CYQNAYHY,R3B3DDF1D5NULK,R3LZQDRMNS5CZO,RUGI31F4HDHOV,R24GFJRFT12S6S,R231AEG1IO02JM,RD31MI3UMAXP8","Great Cable, Charging Speeds Could Be Better,Good,A good cable.,One of the best type c cable,Works as intended.,A good buy. The extra length helps a lot.,Good,Ok","Not charging as fast as I'd have expected. Maybe something wrong with my unit. However, the cable overall is actually pretty decent. The material is great, it doesn't bend out of shape very easily, and looks (and feels) premium. The length is definitely a plus!,Good,A sturdy cable for mobile charging.,It's been 1 month that i am using this charging cable, works very well with S20 FE 5G. Thumbs up.,Braided cable is sturdy and built well. Long cable adds extra reach and is tangle free.,A good buy. The extra length helps a lot.,Good product,Ok",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg
B08PV1X771,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),"Electronics,HomeTheater,TV&Video,Televisions,SmartTelevisions",15490.0,20900.0,26,4.3,16299,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Voice Assistants | SmartThings App | Personal Computer | Home Cloud | Live Cast | Screen Share | Music System |Alexa Built-in: Voice control your TV and your day. Just ask Alexa to search for movies, play music, control smart home devices, get sports updates and more|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided","R1SN0D4DFBKAZI,R1SX5L77L2CD6V,R1NAZ6M4QBUJMK,R25I5FXOJA76KS,R32V7DQLDSKJ99,R8QWY8HXI120P,R2OZPGGMUCLSC1,R1G4SA1P865EIS","Good,Sound is very low another brand comparing in better,Service provider not meet my home refuse, tv i am not using bad service,Good product,Ok super,Floor stand does not come with it ...,Good,A budget friendly TV with a clumsy UI and Remote","Overall good.,TV picture ok smart betterSound very low another brand,Service provider refuse install my TV, bad service and samsung, I am calling 3 times service provider. Not meet my home address.why ? Bad bad,They product did not come with the support stand or wall hanging hook to install the Tv,Picture quality is very poor in cables,Floor stand does not come with it ... You have to buy it seperately. Request Amazon to cleary mention it in the add . You will have to pay seperate charges for the installation guy to buy the floor mount .,Good,",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+b6inZEkL._SX300_SY300_.jpg
